   x,    x,    x,      0,      0
  -7,   -3,   61,  -2596,  -3168
  -3,    3,   -2,   2278,  -3404
  -3,   -6,  -64,   3919,   1192
  -6,    1,  -29,      3,   4096
   0,   -4,   57,  -3921,   1186
  -7,   -3,   43,  -2278,  -3404
   0,    0,  -39,   2601,  -3164
  -4,   -7,  -57,   3783,   1570
  -3,    1,    7,   -398,   4077
   0,   -7,   59,  -4017,    802
  -5,   -2,   11,  -1928,  -3614
   3,   -4,  -66,   2899,  -2894
  -5,   -6,  -37,   3611,   1934
   1,    0,   47,   -802,   4017
  -1,   -7,   54,  -4077,    398
  -1,    0,  -26,  -1570,  -3783
   4,   -7,  -57,   3168,  -2596
  -3,   -3,   -5,   3407,   2273
   5,   -3,   65,  -1192,   3919
  -1,   -7,   21,  -4096,     -3
   3,    0,  -55,  -1186,  -3921
   3,   -7,  -45,   3404,  -2278
   0,    0,   32,   3164,   2601
   7,   -5,   64,  -1565,   3785
  -1,   -3,   -8,  -4077,   -398
   7,    0,  -56,   -796,  -4018
   2,   -5,  -21,   3611,  -1934
   3,    2,   55,   2894,   2899
   6,   -5,   37,  -1928,   3614
   0,    1,  -41,  -4017,   -802
   7,   -1,  -61,   -398,  -4077
   1,   -3,   19,   3785,  -1565
   6,    3,   75,   2601,   3164
   3,   -3,    0,  -2278,   3404
   2,    5,  -64,  -3919,  -1192
   7,   -1,  -19,     -3,  -4096
   0,    2,   60,   3919,  -1192
   9,    4,   40,   2278,   3404
   0,    0,  -33,  -2596,   3168
   4,    7,  -55,  -3783,  -1570
   2,   -1,   15,    405,  -4076
   0,    8,   72,   4017,   -802
   5,    1,    7,   1928,   3614
  -2,    3,  -57,  -2894,   2899
   4,    5,  -36,  -3614,  -1928
  -2,    1,   48,    796,  -4018
   1,    9,   51,   4077,   -398
   1,    0,  -27,   1565,   3785
  -3,    6,  -67,  -3164,   2601
   3,    3,    2,  -3404,  -2278
  -5,    3,   70,   1186,  -3921
   1,    6,   27,   4096,     -3
  -3,    0,  -56,   1192,   3919
  -3,    8,  -49,  -3404,   2278
   0,    0,   39,  -3164,  -2601
  -7,    5,   50,   1565,  -3785
   1,    3,  -14,   4077,    398
  -7,    0,  -63,    796,   4018
  -2,    6,  -16,  -3611,   1934
  -4,   -3,   63,  -2894,  -2899
  -5,    4,   41,   1934,  -3611
  -1,   -2,  -41,   4018,    796
  -8,    1,  -49,    405,   4076
   0,    2,   20,  -3783,   1570
  -7,   -4,   70,  -2596,  -3168
  -4,    4,   -1,   2278,  -3404
  -2,   -5,  -67,   3921,   1186
  -6,    1,  -26,     -3,   4096
   0,   -2,   50,  -3919,   1192
  -8,   -3,   53,  -2278,  -3404
   0,    0,  -37,   2596,  -3168
  -5,   -7,  -66,   3783,   1570
  -3,    1,   16,   -405,   4076
   0,   -6,   62,  -4017,    802
  -6,   -2,   10,  -1934,  -3611
   3,   -4,  -54,   2899,  -2894
  -5,   -6,  -37,   3611,   1934
   2,   -1,   39,   -796,   4018
  -1,   -8,   47,  -4077,    398
  -1,    0,  -20,  -1565,  -3785
   3,   -6,  -65,   3164,  -2601
  -3,   -3,    1,   3407,   2273
   4,   -2,   54,  -1186,   3921
  -1,   -6,   23,  -4096,     -3
   2,    0,  -47,  -1192,  -3919
   3,   -8,  -46,   3404,  -2278
   0,    0,   34,   3168,   2596
   6,   -4,   60,  -1565,   3785
  -1,   -3,  -15,  -4076,   -405
   6,    0,  -72,   -796,  -4018
   2,   -6,   -8,   3611,  -1934
   4,    2,   56,   2899,   2894
   6,   -5,   28,  -1934,   3611
   1,    2,  -47,  -4017,   -802
   9,   -1,  -49,   -405,  -4076
   0,   -1,   30,   3783,  -1570
   6,    3,   62,   2596,   3168
   2,   -2,    0,  -2273,   3407
   3,    5,  -65,  -3921,  -1186
   6,   -1,  -20,      3,  -4096
   0,    4,   56,   3919,  -1192
   7,    3,   45,   2273,   3407
   0,    0,  -32,  -2601,   3164
   5,    7,  -55,  -3783,  -1570
   2,   -1,   12,    398,  -4077
   0,    7,   61,   4018,   -796
   5,    2,    9,   1934,   3611
  -2,    3,  -56,  -2899,   2894
   4,    5,  -37,  -3614,  -1928
  -1,    1,   47,    796,  -4018
   1,    8,   49,   4077,   -398
   1,    0,  -27,   1570,   3783
  -3,    6,  -69,  -3164,   2601
   3,    3,   -1,  -3407,  -2273
  -5,    3,   66,   1192,  -3919
   1,    6,   19,   4096,     -3
  -3,    0,  -48,   1192,   3919
  -3,    8,  -54,  -3407,   2273
   0,    0,   37,  -3164,  -2601
  -7,    5,   57,   1570,  -3783
   1,    2,  -23,   4077,    398
  -6,    0,  -66,    802,   4017
  -2,    6,  -13,  -3614,   1928
  -4,   -3,   58,  -2899,  -2894
  -6,    5,   34,   1928,  -3614
  -1,   -3,  -45,   4017,    802
  -8,    1,  -55,    398,   4077
   0,    2,   26,  -3783,   1570
  -6,   -3,   65,  -2601,  -3164
  -3,    3,    0,   2278,  -3404
  -3,   -5,  -68,   3919,   1192
  -7,    1,  -29,     -3,   4096
   0,   -3,   61,  -3919,   1192
  -8,   -3,   49,  -2278,  -3404
   0,    0,  -30,   2601,  -3164
  -5,   -7,  -64,   3785,   1565
  -3,    1,   12,   -398,   4077
   0,   -8,   67,  -4018,    796
  -6,   -2,   14,  -1934,  -3611
   2,   -3,  -68,   2894,  -2899
  -5,   -6,  -33,   3614,   1928
   1,   -1,   50,   -802,   4017
  -1,   -8,   54,  -4077,    398
  -2,    0,  -21,  -1570,  -3783
   4,   -7,  -59,   3164,  -2601
  -3,   -3,    0,   3407,   2273
   6,   -3,   61,  -1186,   3921
  -1,   -7,   21,  -4096,      3
   3,    0,  -55,  -1192,  -3919
   3,   -7,  -40,   3404,  -2278
   0,    0,   33,   3168,   2596
   6,   -4,   53,  -1565,   3785
  -1,   -3,  -17,  -4077,   -398
   7,    0,  -68,   -796,  -4018
   1,   -5,  -11,   3614,  -1928
   3,    2,   67,   2899,   2894
   5,   -4,   40,  -1928,   3614
   1,    2,  -54,  -4018,   -796
   8,   -1,  -55,   -405,  -4076
   0,   -1,   26,   3785,  -1565
   7,    4,   58,   2596,   3168
   4,   -4,    2,  -2278,   3404
   3,    6,  -61,  -3919,  -1192
   7,   -1,  -22,     -3,  -4096
   0,    3,   59,   3921,  -1186
   7,    3,   41,   2273,   3407
   0,    0,  -39,  -2601,   3164
   4,    6,  -56,  -3785,  -1565
   3,   -1,    9,    405,  -4076
   0,    7,   67,   4018,   -796
   5,    1,   17,   1934,   3611
  -3,    4,  -63,  -2894,   2899
   4,    5,  -34,  -3614,  -1928
  -1,    0,   44,    802,  -4017
   1,    8,   51,   4076,   -405
   2,    0,  -32,   1570,   3783
  -4,    7,  -58,  -3164,   2601
   3,    3,    7,  -3407,  -2273
  -5,    3,   55,   1186,  -3921
   1,    6,   29,   4096,      3
  -4,    0,  -57,   1192,   3919
  -3,    7,  -50,  -3404,   2278
  -1,   -1,   35,  -3168,  -2596
  -6,    4,   60,   1570,  -3783
   1,    3,   -9,   4077,    398
  -7,    0,  -64,    802,   4017
  -2,    6,  -17,  -3611,   1934
  -4,   -2,   53,  -2899,  -2894
  -6,    5,   33,   1928,  -3614
   0,   -1,  -42,   4018,    796
  -8,    1,  -58,    398,   4077
   0,    2,   32,  -3783,   1570
  -6,   -3,   70,  -2596,  -3168
  -3,    3,   -5,   2273,  -3407
  -2,   -5,  -56,   3919,   1192
  -7,    1,  -27,      3,   4096
   0,   -4,   52,  -3921,   1186
  -8,   -3,   45,  -2273,  -3407
   0,    0,  -36,   2601,  -3164
  -4,   -6,  -63,   3785,   1565
  -3,    1,   13,   -405,   4076
   0,   -6,   58,  -4017,    802
  -5,   -2,   18,  -1928,  -3614
   2,   -4,  -62,   2894,  -2899
  -5,   -6,  -37,   3611,   1934
   2,   -1,   52,   -802,   4017
  -1,   -7,   52,  -4077,    398
  -2,    0,  -19,  -1570,  -3783
   4,   -7,  -61,   3168,  -2596
  -3,   -3,    0,   3407,   2273
   6,   -3,   66,  -1192,   3919
  -1,   -6,   22,  -4096,      3
   2,    0,  -58,  -1192,  -3919
   3,   -7,  -55,   3407,  -2273
   0,    0,   37,   3168,   2596
   7,   -5,   57,  -1570,   3783
  -1,   -3,  -16,  -4076,   -405
   7,    0,  -61,   -802,  -4017
   2,   -7,   -6,   3614,  -1928
   4,    3,   58,   2899,   2894
   6,   -5,   34,  -1934,   3611
   1,    2,  -48,  -4017,   -802
   8,   -1,  -49,   -398,  -4077
   0,   -1,   30,   3785,  -1565
   6,    3,   58,   2596,   3168
   3,   -3,    0,  -2273,   3407
   3,    5,  -64,  -3921,  -1186
   6,   -1,  -24,      3,  -4096
   0,    4,   48,   3921,  -1186
   7,    3,   41,   2273,   3407
   0,    0,  -35,  -2601,   3164
   4,    7,  -65,  -3785,  -1565
   3,   -1,   13,    398,  -4077
   0,    6,   62,   4018,   -796
   5,    1,   19,   1928,   3614
  -2,    4,  -57,  -2899,   2894
   5,    6,  -36,  -3611,  -1934
  -2,    1,   41,    796,  -4018
   1,    8,   52,   4077,   -398
   2,    0,  -28,   1570,   3783
  -3,    6,  -62,  -3168,   2596
   3,    3,    2,  -3407,  -2273
  -5,    2,   62,   1192,  -3919
   1,    6,   29,   4096,     -3
  -3,    0,  -52,   1192,   3919
  -3,    7,  -46,  -3404,   2278
   0,    0,   38,  -3168,  -2596
  -6,    4,   61,   1570,  -3783
   1,    3,   -6,   4076,    405
  -6,    0,  -65,    802,   4017
  -2,    6,  -14,  -3614,   1928
  -4,   -3,   59,  -2894,  -2899
  -6,    5,   26,   1934,  -3611
   0,   -1,  -43,   4017,    802
  -8,    1,  -55,    398,   4077
   0,    2,   29,  -3783,   1570
  -7,   -3,   61,  -2601,  -3164
  -2,    2,    4,   2273,  -3407
  -3,   -5,  -61,   3919,   1192
  -7,    1,  -25,      3,   4096
   0,   -4,   59,  -3921,   1186
  -7,   -3,   48,  -2273,  -3407
   0,    0,  -25,   2596,  -3168
  -4,   -6,  -48,   3785,   1565
  -3,    1,   17,   -398,   4077
   0,   -7,   67,  -4018,    796
  -6,   -2,   11,  -1928,  -3614
   2,   -3,  -56,   2899,  -2894
  -4,   -5,  -34,   3614,   1928
   2,   -1,   43,   -802,   4017
  -1,   -8,   55,  -4077,    398
  -1,    0,  -23,  -1565,  -3785
   3,   -6,  -56,   3164,  -2601
  -3,   -3,    0,   3407,   2273
   5,   -3,   63,  -1186,   3921
  -1,   -7,   25,  -4096,     -3
   3,    0,  -51,  -1192,  -3919
   3,   -6,  -52,   3404,  -2278
   0,    0,   37,   3168,   2596
   7,   -4,   64,  -1570,   3783
  -1,   -3,  -18,  -4077,   -398
   6,    0,  -51,   -796,  -4018
   2,   -6,  -16,   3611,  -1934
   4,    3,   65,   2894,   2899
   6,   -5,   30,  -1928,   3614
   1,    2,  -42,  -4017,   -802
   6,   -1,  -47,   -398,  -4077
   0,   -2,   31,   3783,  -1570
   7,    4,   58,   2601,   3164
   3,   -3,   -4,  -2273,   3407
   2,    5,  -55,  -3919,  -1192
   6,   -1,  -25,      3,  -4096
   0,    4,   66,   3919,  -1192
   7,    3,   44,   2278,   3404
   0,    0,  -41,  -2601,   3164
   4,    6,  -62,  -3785,  -1565
   3,   -1,   17,    398,  -4077
   0,    8,   62,   4017,   -802
   5,    2,   10,   1934,   3611
  -3,    4,  -60,  -2899,   2894
   5,    6,  -39,  -3614,  -1928
  -2,    1,   39,    796,  -4018
   1,    8,   51,   4076,   -405
   1,    0,  -16,   1570,   3783
  -4,    7,  -60,  -3164,   2601
   3,    3,    7,  -3404,  -2278
  -4,    2,   61,   1186,  -3921
   1,    6,   26,   4096,     -3
  -2,    0,  -47,   1186,   3921
  -3,    7,  -49,  -3407,   2273
  -1,   -1,   33,  -3164,  -2601
  -6,    4,   59,   1565,  -3785
   1,    3,  -11,   4077,    398
  -6,    0,  -65,    796,   4018
  -2,    6,   -2,  -3611,   1934
  -3,   -2,   65,  -2899,  -2894
  -6,    5,   39,   1928,  -3614
  -1,   -1,  -43,   4018,    796
  -8,    1,  -57,    405,   4076
   0,    0,   18,  -3785,   1565
  -7,   -4,   56,  -2596,  -3168
  -3,    3,  -10,   2278,  -3404
  -3,   -5,  -64,   3919,   1192
  -7,    1,  -26,      3,   4096
   0,   -2,   45,  -3921,   1186
  -6,   -3,   36,  -2278,  -3404
   1,   -1,  -42,   2596,  -3168
  -4,   -7,  -66,   3785,   1565
  -3,    1,    9,   -398,   4077
   0,   -6,   53,  -4018,    796
  -4,   -1,   12,  -1934,  -3611
   3,   -4,  -51,   2894,  -2899
  -5,   -6,  -25,   3611,   1934
   1,    0,   41,   -796,   4018
  -1,   -7,   58,  -4077,    398
  -1,    0,  -27,  -1570,  -3783
   3,   -6,  -70,   3164,  -2601
  -2,   -2,    4,   3404,   2278
   5,   -2,   56,  -1192,   3919
  -1,   -7,   22,  -4096,     -3
   3,    0,  -50,  -1186,  -3921
   3,   -8,  -46,   3404,  -2278
   0,    0,   35,   3164,   2601
   6,   -4,   69,  -1570,   3783
  -1,   -3,  -14,  -4077,   -398
   6,    0,  -64,   -796,  -4018
   2,   -6,  -14,   3614,  -1928
   4,    2,   55,   2894,   2899
   7,   -5,   35,  -1928,   3614
   1,    2,  -49,  -4017,   -802
   8,   -1,  -42,   -405,  -4076
   0,   -2,   25,   3785,  -1565
   6,    3,   62,   2601,   3164
   3,   -3,   -5,  -2278,   3404
   3,    5,  -62,  -3921,  -1186
   5,   -1,  -30,      3,  -4096
   0,    3,   55,   3921,  -1186
   7,    3,   52,   2273,   3407
   0,    0,  -40,  -2601,   3164
   4,    6,  -63,  -3785,  -1565
   4,   -1,   15,    405,  -4076
   0,    7,   72,   4017,   -802
   6,    2,   12,   1934,   3611
  -3,    4,  -61,  -2894,   2899
   5,    6,  -40,  -3614,  -1928
  -2,    1,   40,    796,  -4018
   1,    9,   55,   4077,   -398
   1,    0,  -24,   1570,   3783
  -4,    7,  -64,  -3168,   2596
   4,    4,    3,  -3404,  -2278
  -4,    2,   60,   1192,  -3919
   1,    7,   18,   4096,      3
  -3,    0,  -42,   1192,   3919
  -3,    7,  -46,  -3404,   2278
   0,    0,   30,  -3168,  -2596
  -6,    4,   54,   1570,  -3783
   1,    2,   -2,   4077,    398
  -5,    0,  -70,    802,   4017
  -2,    6,  -20,  -3611,   1934
  -3,   -2,   60,  -2894,  -2899
  -5,    4,   31,   1934,  -3611
   0,    0,  -48,   4018,    796
  -9,    1,  -50,    405,   4076
   0,    2,   17,  -3783,   1570
  -7,   -4,   68,  -2601,  -3164
  -3,    3,   -5,   2273,  -3407
  -3,   -5,  -67,   3921,   1186
  -6,    1,  -20,      3,   4096
   0,   -2,   51,  -3921,   1186
  -8,   -3,   47,  -2273,  -3407
   0,    0,  -35,   2601,  -3164
  -5,   -7,  -54,   3783,   1570
  -2,    1,   15,   -405,   4076
   0,   -6,   63,  -4017,    802
  -6,   -2,   21,  -1934,  -3611
   2,   -4,  -55,   2894,  -2899
  -4,   -5,  -36,   3611,   1934
   2,   -1,   44,   -796,   4018
  -1,   -8,   48,  -4076,    405
  -3,   -1,  -21,  -1570,  -3783
   3,   -6,  -64,   3164,  -2601
  -3,   -3,    0,   3407,   2273
   5,   -3,   56,  -1186,   3921
  -1,   -6,   26,  -4096,      3
   3,    0,  -47,  -1192,  -3919
   3,   -7,  -44,   3407,  -2273
   0,    0,   41,   3164,   2601
   6,   -4,   62,  -1565,   3785
  -1,   -3,  -12,  -4076,   -405
   6,    0,  -63,   -802,  -4017
   2,   -5,  -13,   3614,  -1928
   4,    3,   53,   2899,   2894
   6,   -5,   37,  -1928,   3614
   1,    1,  -46,  -4017,   -802
   8,   -1,  -45,   -405,  -4076
   0,   -2,   25,   3783,  -1570
   6,    3,   70,   2601,   3164
   3,   -3,   -3,  -2278,   3404
   3,    5,  -61,  -3921,  -1186
   6,   -1,  -19,     -3,  -4096
   0,    3,   55,   3919,  -1192
   8,    3,   45,   2273,   3407
   0,    0,  -38,  -2596,   3168
   4,    6,  -56,  -3785,  -1565
   2,   -1,   14,    398,  -4077
   0,    7,   53,   4018,   -796
   5,    2,   15,   1934,   3611
  -3,    4,  -66,  -2894,   2899
   4,    5,  -33,  -3614,  -1928
  -2,    1,   52,    802,  -4017
   1,    7,   55,   4077,   -398
   2,    0,  -36,   1565,   3785
  -4,    7,  -65,  -3168,   2596
   3,    3,   -2,  -3404,  -2278
  -6,    3,   67,   1192,  -3919
   1,    7,   26,   4096,      3
  -4,    0,  -63,   1186,   3921
  -3,    8,  -46,  -3407,   2273
   0,    0,   34,  -3168,  -2596
  -7,    5,   64,   1565,  -3785
   1,    3,  -10,   4077,    398
  -8,    0,  -63,    802,   4017
  -2,    6,  -18,  -3614,   1928
  -4,   -2,   56,  -2899,  -2894
  -6,    5,   43,   1934,  -3611
   0,   -1,  -44,   4017,    802
  -8,    1,  -59,    405,   4076
   0,    2,   29,  -3785,   1565
  -6,   -3,   64,  -2596,  -3168
  -4,    4,    1,   2273,  -3407
  -3,   -5,  -61,   3919,   1192
  -7,    1,  -17,     -3,   4096
   0,   -4,   40,  -3919,   1192
  -7,   -3,   48,  -2273,  -3407
   0,    0,  -36,   2601,  -3164
  -4,   -6,  -59,   3785,   1565
  -2,    1,   17,   -398,   4077
   0,   -5,   65,  -4018,    796
  -6,   -2,   13,  -1928,  -3614
   2,   -4,  -53,   2894,  -2899
  -5,   -6,  -39,   3614,   1928
   2,   -1,   44,   -802,   4017
  -1,   -8,   51,  -4077,    398
  -2,    0,  -21,  -1570,  -3783
   3,   -6,  -53,   3164,  -2601
  -3,   -3,    4,   3404,   2278
   5,   -3,   64,  -1192,   3919
  -1,   -6,   20,  -4096,     -3
   3,    0,  -52,  -1192,  -3919
   3,   -6,  -43,   3407,  -2273
   0,    0,   36,   3168,   2596
   7,   -4,   56,  -1565,   3785
  -1,   -2,  -18,  -4077,   -398
   6,    0,  -67,   -802,  -4017
   2,   -5,  -18,   3611,  -1934
   4,    2,   54,   2894,   2899
   5,   -4,   41,  -1928,   3614
   1,    2,  -39,  -4018,   -796
   8,   -1,  -47,   -405,  -4076
   0,   -2,   23,   3783,  -1570
   6,    3,   62,   2596,   3168
   4,   -4,    4,  -2273,   3407
   2,    4,  -66,  -3919,  -1192
   6,   -1,  -28,     -3,  -4096
   0,    3,   57,   3921,  -1186
   7,    3,   44,   2273,   3407
   0,    0,  -41,  -2601,   3164
   5,    7,  -57,  -3783,  -1570
   3,   -1,   16,    398,  -4077
   0,    7,   63,   4017,   -802
   5,    2,   18,   1928,   3614
  -3,    4,  -56,  -2899,   2894
   5,    6,  -35,  -3611,  -1934
  -2,    1,   49,    796,  -4018
   1,    8,   60,   4077,   -398
   2,    0,  -23,   1565,   3785
  -3,    6,  -56,  -3168,   2596
   3,    3,    0,  -3407,  -2273
  -5,    3,   66,   1186,  -3921
   1,    7,   22,   4096,     -3
  -3,    0,  -57,   1186,   3921
  -3,    6,  -37,  -3407,   2273
   0,    0,   35,  -3164,  -2601
  -7,    5,   63,   1565,  -3785
   1,    3,   -5,   4076,    405
  -7,    0,  -56,    796,   4018
  -1,    4,  -17,  -3614,   1928
  -4,   -2,   61,  -2899,  -2894
  -6,    5,   36,   1934,  -3611
   0,   -1,  -39,   4017,    802
  -7,    1,  -50,    405,   4076
   0,    2,   28,  -3785,   1565
  -7,   -4,   72,  -2596,  -3168
  -3,    3,    1,   2273,  -3407
  -2,   -4,  -71,   3919,   1192
  -6,    1,  -21,      3,   4096
   0,   -3,   61,  -3919,   1192
  -8,   -3,   49,  -2273,  -3407
   0,    0,  -35,   2596,  -3168
  -5,   -7,  -57,   3785,   1565
  -3,    1,   10,   -405,   4076
   0,   -8,   60,  -4018,    796
  -6,   -2,    5,  -1934,  -3611
   2,   -4,  -64,   2894,  -2899
  -5,   -6,  -34,   3614,   1928
   1,    0,   41,   -802,   4017
  -1,   -7,   58,  -4077,    398
  -1,    0,  -23,  -1570,  -3783
   4,   -7,  -71,   3164,  -2601
  -3,   -3,    3,   3407,   2273
   5,   -2,   64,  -1186,   3921
  -1,   -7,   23,  -4096,     -3
   3,    0,  -53,  -1192,  -3919
   3,   -8,  -51,   3404,  -2278
   0,    0,   36,   3168,   2596
   7,   -4,   63,  -1570,   3783
  -1,   -3,  -19,  -4076,   -405
   7,    0,  -61,   -796,  -4018
   2,   -6,  -14,   3611,  -1934
   4,    3,   56,   2894,   2899
   6,   -5,   32,  -1928,   3614
   1,    2,  -42,  -4018,   -796
   8,   -1,  -48,   -398,  -4077
   0,   -2,   17,   3783,  -1570
   6,    3,   64,   2596,   3168
   3,   -3,   -4,  -2278,   3404
   2,    5,  -59,  -3919,  -1192
   6,   -1,  -17,     -3,  -4096
   0,    2,   49,   3919,  -1192
   7,    3,   44,   2278,   3404
   0,    0,  -28,  -2601,   3164
   4,    6,  -62,  -3785,  -1565
   2,   -1,    3,    398,  -4077
   0,    6,   66,   4018,   -796
   5,    2,    7,   1934,   3611
  -2,    3,  -60,  -2899,   2894
   5,    6,  -37,  -3611,  -1934
   0,    0,   44,    802,  -4017
   1,    8,   57,   4076,   -405
   1,    0,  -21,   1565,   3785
  -4,    7,  -64,  -3168,   2596
   3,    3,   -1,  -3407,  -2273
  -5,    3,   67,   1192,  -3919
   1,    7,   21,   4096,      3
  -3,    0,  -51,   1186,   3921
  -3,    7,  -45,  -3407,   2273
   0,    0,   26,  -3168,  -2596
  -7,    5,   60,   1565,  -3785
   1,    3,  -17,   4077,    398
  -6,    0,  -55,    796,   4018
  -2,    5,  -12,  -3614,   1928
  -3,   -2,   58,  -2894,  -2899
  -6,    5,   31,   1928,  -3614
  -1,   -2,  -47,   4018,    796
  -7,    1,  -46,    405,   4076
   0,    1,   22,  -3785,   1565
  -6,   -3,   63,  -2601,  -3164
  -3,    3,    0,   2278,  -3404
  -3,   -5,  -61,   3919,   1192
  -6,    1,  -33,     -3,   4096
   0,   -3,   46,  -3919,   1192
  -7,   -3,   40,  -2278,  -3404
   0,    0,  -37,   2601,  -3164
  -4,   -6,  -63,   3783,   1570
  -4,    1,   12,   -405,   4076
   0,   -6,   67,  -4018,    796
  -5,   -1,   14,  -1934,  -3611
   3,   -4,  -60,   2894,  -2899
  -5,   -6,  -32,   3611,   1934
   1,   -1,   46,   -796,   4018
  -1,   -8,   44,  -4077,    398
  -2,    0,  -20,  -1570,  -3783
   4,   -7,  -66,   3164,  -2601
  -3,   -3,    3,   3404,   2278
   5,   -3,   61,  -1192,   3919
  -1,   -5,   24,  -4096,     -3
   2,    0,  -51,  -1192,  -3919
   3,   -8,  -47,   3404,  -2278
   0,    0,   34,   3168,   2596
   6,   -4,   62,  -1570,   3783
  -1,   -3,  -11,  -4076,   -405
   6,    0,  -65,   -802,  -4017
   2,   -6,  -13,   3611,  -1934
   4,    2,   63,   2894,   2899
   6,   -5,   41,  -1934,   3611
   1,    1,  -51,  -4017,   -802
   8,   -1,  -54,   -398,  -4077
   0,   -2,   28,   3783,  -1570
   7,    4,   58,   2596,   3168
   4,   -4,    3,  -2273,   3407
   3,    6,  -62,  -3919,  -1192
   7,   -1,  -27,      3,  -4096
   0,    3,   53,   3921,  -1186
   7,    3,   46,   2273,   3407
   0,    0,  -35,  -2596,   3168
   4,    6,  -61,  -3783,  -1570
   3,   -1,   22,    405,  -4076
   0,    7,   62,   4018,   -796
   6,    2,    6,   1928,   3614
  -2,    4,  -59,  -2899,   2894
   5,    6,  -29,  -3611,  -1934
  -3,    1,   48,    796,  -4018
   1,    8,   49,   4076,   -405
   1,    0,  -21,   1570,   3783
  -3,    7,  -62,  -3164,   2601
   3,    3,   -4,  -3407,  -2273
  -5,    3,   66,   1186,  -3921
   1,    6,   26,   4096,     -3
  -3,    0,  -59,   1192,   3919
  -3,    7,  -43,  -3407,   2273
   0,    0,   30,  -3164,  -2601
  -7,    5,   54,   1570,  -3783
   1,    3,  -13,   4076,    405
  -7,    0,  -54,    802,   4017
  -2,    5,  -14,  -3614,   1928
  -3,   -2,   55,  -2894,  -2899
  -5,    4,   33,   1934,  -3611
  -1,   -2,  -39,   4018,    796
  -7,    1,  -57,    405,   4076
   0,    2,   21,  -3785,   1565
  -6,   -3,   65,  -2601,  -3164
  -3,    3,    3,   2278,  -3404
  -2,   -4,  -64,   3919,   1192
  -7,    1,  -25,     -3,   4096
   0,   -3,   49,  -3919,   1192
  -8,   -3,   36,  -2278,  -3404
   0,    0,  -31,   2601,  -3164
  -4,   -7,  -58,   3785,   1565
  -3,    1,   14,   -398,   4077
   0,   -6,   67,  -4018,    796
  -4,   -1,   14,  -1928,  -3614
   2,   -3,  -59,   2899,  -2894
  -5,   -6,  -40,   3611,   1934
   2,   -1,   41,   -796,   4018
  -1,   -8,   56,  -4076,    405
  -2,    0,  -21,  -1565,  -3785
   3,   -7,  -60,   3168,  -2596
  -4,   -4,   -3,   3404,   2278
   5,   -2,   59,  -1192,   3919
  -1,   -7,   23,  -4096,     -3
   3,    0,  -52,  -1186,  -3921
   3,   -7,  -53,   3404,  -2278
   0,    0,   33,   3168,   2596
   6,   -4,   64,  -1570,   3783
  -1,   -3,  -11,  -4076,   -405
   6,    0,  -73,   -802,  -4017
   2,   -6,  -18,   3611,  -1934
   3,    2,   57,   2894,   2899
   6,   -5,   32,  -1928,   3614
   1,    1,  -44,  -4017,   -802
   9,   -1,  -55,   -398,  -4077
   0,   -2,   32,   3785,  -1565
   6,    3,   50,   2601,   3164
   3,   -3,    9,  -2273,   3407
   3,    5,  -57,  -3921,  -1186
   7,   -1,  -21,      3,  -4096
   0,    4,   48,   3919,  -1192
   6,    2,   46,   2273,   3407
   1,   -1,  -40,  -2601,   3164
   4,    6,  -55,  -3783,  -1570
   3,   -1,   16,    398,  -4077
   0,    6,   65,   4017,   -802
   6,    2,   12,   1928,   3614
  -3,    4,  -68,  -2894,   2899
   4,    5,  -42,  -3611,  -1934
  -2,    1,   49,    796,  -4018
   1,    8,   50,   4076,   -405
   1,    0,  -25,   1570,   3783
  -4,    8,  -59,  -3168,   2596
   4,    4,    4,  -3407,  -2273
  -5,    3,   66,   1192,  -3919
   1,    6,   21,   4096,      3
  -3,    0,  -55,   1192,   3919
  -3,    7,  -39,  -3404,   2278
   0,    0,   36,  -3168,  -2596
  -7,    5,   55,   1570,  -3783
   1,    3,  -11,   4077,    398
  -7,    0,  -57,    802,   4017
  -1,    5,   -8,  -3614,   1928
  -4,   -3,   60,  -2899,  -2894
  -5,    4,   35,   1934,  -3611
  -1,   -1,  -42,   4018,    796
  -7,    1,  -56,    405,   4076
   0,    1,   25,  -3783,   1570
  -7,   -4,   64,  -2596,  -3168
  -3,    3,    5,   2273,  -3407
  -2,   -5,  -62,   3919,   1192
  -7,    1,  -21,      3,   4096
   0,   -3,   58,  -3921,   1186
  -7,   -3,   45,  -2278,  -3404
   0,    0,  -36,   2596,  -3168
  -4,   -6,  -56,   3785,   1565
  -3,    1,    8,   -405,   4076
   0,   -7,   72,  -4017,    802
  -5,   -2,    5,  -1928,  -3614
   3,   -4,  -61,   2899,  -2894
  -4,   -5,  -36,   3614,   1928
   1,    0,   54,   -796,   4018
  -1,   -9,   54,  -4077,    398
  -1,    0,  -25,  -1570,  -3783
   4,   -7,  -73,   3168,  -2596
  -3,   -3,    3,   3404,   2278
   6,   -3,   59,  -1186,   3921
  -1,   -7,   31,  -4096,      3
   3,    0,  -50,  -1186,  -3921
   3,   -8,  -38,   3404,  -2278
   0,    0,   38,   3164,   2601
   6,   -4,   62,  -1570,   3783
  -1,   -4,   -9,  -4077,   -398
   6,    0,  -67,   -802,  -4017
   1,   -5,  -17,   3614,  -1928
   4,    3,   64,   2899,   2894
   6,   -5,   36,  -1934,   3611
   0,    1,  -40,  -4018,   -796
